session,species,size_bin,SVC_abundance,prey_abundance,pred_abundance,size_bin_lengths
142,white grunt,3,0,9,0,12.91456
142,white grunt,4,0,5,0,17.94356
142,yellowhead wrasse,2,0,2,0,7.533217
142,black grouper,1,0,0,1,3.63321
142,green moray,6,0,0,1,47.70199
142,spotted scorpionfish,5,0,0,1,24.92844
143,clown wrasse,2,2,4,0,7.533217
143,foureye butterflyfish,2,1,2,0,7.533217
143,slender filefish,1,2,0,0,3.63321
143,greenblotch parrotfish,1,3,2,0,3.63321
143,bluehead wrasse,1,3.5,63,0,3.63321
143,redband parrotfish,1,1,39,0,3.63321
143,yellowhead wrasse,1,1,4,0,3.63321
143,slippery dick,1,1.5,0,0,3.63321
143,bicolor damselfish,1,7.5,57,0,3.63321
143,redband parrotfish,2,3,11,0,7.533217
143,yellowhead wrasse,2,5,21,0,7.533217
143,smooth trunkfish,4,1,0,0,17.94356
143,white grunt,4,1,0,0,17.94356
143,ocean surgeonfish,2,1,0,0,7.533217
143,graysby,4,1,2,3,17.94356
143,sharpnose puffer,1,1,7,0,3.63321
143,lantern bass,1,1,0,0,3.63321
143,bluehead wrasse,2,9.5,74,0,7.533217
143,redband parrotfish,3,11,1,0,12.91456
143,slippery dick,2,4.5,4,0,7.533217
143,bicolor damselfish,2,2.5,25,0,7.533217
143,foureye butterflyfish,3,1,0,0,12.91456
143,greenblotch parrotfish,2,1,0,0,7.533217
143,bluehead wrasse,3,1,2,0,12.91456
143,redband parrotfish,4,1,2,0,17.94356
143,banded butterflyfish,3,0,2,0,12.91456
143,bar jack,5,0,6,0,24.92844
143,beaugregory,2,0,1,0,7.533217
143,blue chromis,2,0,2,0,7.533217
143,bridled goby,1,0,11,0,3.63321
143,bridled goby,2,0,4,0,7.533217
143,butter hamlet,2,0,1,0,7.533217
143,clown wrasse,1,0,1,0,3.63321
143,clown wrasse,3,0,2,0,12.91456
143,colon goby,1,0,22,0,3.63321
143,creole wrasse,2,0,6,0,7.533217
143,doctorfish,5,0,1,0,24.92844
143,goldspot goby,1,0,35,0,3.63321
143,goldspot goby,2,0,3,0,7.533217
143,graysby,3,0,1,2,12.91456
143,graysby,5,0,2,1,24.92844
143,harlequin bass,1,0,2,0,3.63321
143,harlequin bass,2,0,3,0,7.533217
143,highhat,3,0,1,0,12.91456
143,longfin damselfish,2,0,5,0,7.533217
143,longfin damselfish,3,0,1,0,12.91456
143,masked goby,1,0,15,0,3.63321
143,ocean surgeonfish,3,0,1,0,12.91456
143,ocean surgeonfish,4,0,4,0,17.94356
143,pallid goby,1,0,3,0,3.63321
143,redband parrotfish,5,0,3,0,24.92844
143,rock beauty,1,0,1,0,3.63321
143,roughhead blenny,1,0,6,0,3.63321
143,scrawled filefish,6,0,1,0,47.70199
143,sergeant major,3,0,1,0,12.91456
143,spanish hogfish,4,0,1,0,17.94356
143,spotfin butterflyfish,3,0,2,0,12.91456
143,stoplight parrotfish,1,0,2,0,3.63321
143,stoplight parrotfish,2,0,1,0,7.533217
143,stoplight parrotfish,5,0,2,0,24.92844
143,striped parrotfish,1,0,3,0,3.63321
143,trumpetfish,6,0,1,0,47.70199
143,white grunt,3,0,1,0,12.91456
143,white grunt,5,0,1,0,24.92844
143,yellowhead wrasse,3,0,1,0,12.91456
143,yellowtail damselfish,3,0,1,0,12.91456
143,yellowtail snapper,4,0,2,0,17.94356
143,spotted moray,6,0,0,1,47.70199
144,yellowhead wrasse,1,1,1,0,3.63321
144,ocean surgeonfish,3,2,0,0,12.91456
144,spotted goatfish,5,2,0,0,24.92844
144,scrawled filefish,5,1,0,0,24.92844
144,blue tang,3,1,0,0,12.91456
144,reef butterflyfish,2,3,0,0,7.533217
144,bicolor damselfish,1,10,11,0,3.63321
144,blue chromis,2,5,0,0,7.533217
144,bluehead wrasse,1,1,5,0,3.63321
144,princess parrotfish,3,1,1,0,12.91456
144,striped parrotfish,1,1,2,0,3.63321
144,masked goby,1,49,309,0,3.63321
144,bluehead wrasse,2,5.75,68,0,7.533217
144,princess parrotfish,4,0.25,0,0,17.94356
144,striped parrotfish,2,7,0,0,7.533217
144,harlequin bass,2,1,0,0,7.533217
144,blue parrotfish,6,1,0,0,47.70199
144,graysby,3,1,0,1,12.91456
144,rock beauty,3,1,0,0,12.91456
144,white grunt,5,1,0,0,24.92844
144,cocoa damselfish,2,1,0,0,7.533217
144,sharpnose puffer,1,1,6,0,3.63321
144,yellowtail parrotfish,6,1,0,0,47.70199
144,brown chromis,2,1,0,0,7.533217
144,orangespotted filefish,6,1,0,0,47.70199
144,redband parrotfish,4,1,0,0,17.94356
144,foureye butterflyfish,2,1,0,0,7.533217
144,spanish hogfish,3,1,0,0,12.91456
144,stoplight parrotfish,6,1,0,0,47.70199
144,greenblotch parrotfish,2,1,2,0,7.533217
144,cero,6,1,0,0,47.70199
144,clown wrasse,2,1,0,0,7.533217
144,blue tang,5,2,0,0,24.92844
144,bicolor damselfish,2,30,8,0,7.533217
144,princess parrotfish,5,2.5,0,0,24.92844
144,bluehead wrasse,3,2.25,2,0,12.91456
144,princess parrotfish,6,1.25,0,0,47.70199
144,yellowhead wrasse,2,1,1,0,7.533217
144,scrawled filefish,6,1,1,0,47.70199
144,reef butterflyfish,3,1,0,0,12.91456
144,blue chromis,3,1,0,0,12.91456
144,striped parrotfish,3,1,0,0,12.91456
144,masked goby,2,1,0,0,7.533217
144,beaugregory,2,0,1,0,7.533217
144,bridled goby,1,0,11,0,3.63321
144,bridled goby,2,0,5,0,7.533217
144,butter hamlet,3,0,2,0,12.91456
144,creole wrasse,1,0,1,0,3.63321
144,doctorfish,4,0,1,0,17.94356
144,goldspot goby,1,0,5,0,3.63321
144,gray angelfish,6,0,2,0,47.70199
144,greenblotch parrotfish,1,0,1,0,3.63321
144,longfin damselfish,2,0,1,0,7.533217
144,pallid goby,1,0,8,0,3.63321
144,princess parrotfish,2,0,2,0,7.533217
144,redband parrotfish,1,0,3,0,3.63321
144,redband parrotfish,2,0,2,0,7.533217
144,redband parrotfish,3,0,2,0,12.91456
144,stoplight parrotfish,2,0,1,0,7.533217
144,black grouper,6,0,0,1,47.70199
144,graysby,4,0,0,3,17.94356
144,graysby,5,0,0,4,24.92844
144,lionfish,5,0,0,2,24.92844
144,lionfish,6,0,0,1,47.70199
144,nassau grouper,6,0,0,1,47.70199
145,cocoa damselfish,2,2,0,0,7.533217
145,gray snapper,5,2,1,0,24.92844
145,trumpetfish,6,2,1,2,47.70199
145,bar jack,2,2,0,0,7.533217
145,yellowhead wrasse,2,3,1,0,7.533217
145,bluehead wrasse,2,7,4,0,7.533217
145,striped parrotfish,1,18.75,6,0,3.63321
145,yellowtail snapper,3,1,2,0,12.91456
145,white grunt,3,1,2,0,12.91456
145,slippery dick,2,1,0,0,7.533217
145,blue tang,3,1,0,0,12.91456
145,redband parrotfish,3,1,3,0,12.91456
145,stoplight parrotfish,3,1,1,0,12.91456
145,townsend angelfish,3,1,0,0,12.91456
145,banded butterflyfish,2,1,0,0,7.533217
145,bluestriped grunt,4,1,1,0,17.94356
145,puddingwife,1,1,0,0,3.63321
145,striped parrotfish,2,6.25,15,0,7.533217
145,bluehead wrasse,3,1,0,0,12.91456
145,beaugregory,2,0,2,0,7.533217
145,bicolor damselfish,2,0,1,0,7.533217
145,blue parrotfish,2,0,1,0,7.533217
145,bluehead wrasse,1,0,2,0,3.63321
145,bluestriped grunt,3,0,1,0,12.91456
145,bluestriped grunt,5,0,1,0,24.92844
145,bluestriped grunt,6,0,1,0,47.70199
145,bridled goby,1,0,2,0,3.63321
145,butter hamlet,2,0,2,0,7.533217
145,doctorfish,4,0,1,0,17.94356
145,foureye butterflyfish,2,0,1,0,7.533217
145,french grunt,3,0,2,0,12.91456
145,french grunt,4,0,1,0,17.94356
145,goldspot goby,1,0,1,0,3.63321
145,masked goby,1,0,6,0,3.63321
145,midnight parrotfish,2,0,1,0,7.533217
145,ocean surgeonfish,3,0,1,0,12.91456
145,puddingwife,2,0,1,0,7.533217
145,queen angelfish,3,0,1,0,12.91456
145,redband parrotfish,1,0,8,0,3.63321
145,redband parrotfish,2,0,7,0,7.533217
145,redband parrotfish,4,0,1,0,17.94356
145,sharpnose puffer,2,0,2,0,7.533217
145,smooth trunkfish,4,0,1,0,17.94356
145,stoplight parrotfish,1,0,10,0,3.63321
145,stoplight parrotfish,2,0,9,0,7.533217
145,stoplight parrotfish,5,0,2,0,24.92844
145,striped parrotfish,3,0,1,0,12.91456
145,threespot damselfish,2,0,2,0,7.533217
145,white grunt,4,0,5,0,17.94356
145,lionfish,4,0,0,1,17.94356
145,red grouper,6,0,0,2,47.70199
146,white grunt,3,1,14,0,12.91456
146,blue tang,3,1,0,0,12.91456
146,atlantic spadefish,5,1,0,0,24.92844
146,bluestriped grunt,4,2,2,0,17.94356
146,bicolor damselfish,1,2,0,0,3.63321
146,bluehead wrasse,1,1,0,0,3.63321
146,redband parrotfish,1,6.75,27,0,3.63321
146,stoplight parrotfish,1,3.75,7,0,3.63321
146,striped parrotfish,1,15,16,0,3.63321
146,yellow chub,5,1,0,0,24.92844
146,yellowtail snapper,2,9.75,0,0,7.533217
146,bar jack,2,6.75,0,0,7.533217
146,masked goby,1,10,11,0,3.63321
146,bluehead wrasse,2,10,1,0,7.533217
146,yellow chub,6,12,0,0,47.70199
146,slippery dick,2,1,0,0,7.533217
146,spotted moray,6,1,0,2,47.70199
146,harlequin bass,2,1,0,0,7.533217
146,gray snapper,5,1,6,0,24.92844
146,ocean surgeonfish,3,1,1,0,12.91456
146,queen angelfish,4,1,0,0,17.94356
146,beaugregory,1,1,2,0,3.63321
146,french angelfish,6,1,0,0,47.70199
146,gray angelfish,5,1,0,0,24.92844
146,blue parrotfish,2,1,0,0,7.533217
146,goldspot goby,1,1,0,0,3.63321
146,reef butterflyfish,2,1,0,0,7.533217
146,doctorfish,3,1,0,0,12.91456
146,yellowhead wrasse,3,1,0,0,12.91456
146,redband parrotfish,2,1.25,15,0,7.533217
146,stoplight parrotfish,2,1.25,9,0,7.533217
146,striped parrotfish,2,5,7,0,7.533217
146,yellowtail snapper,3,3.25,0,0,12.91456
146,bar jack,3,2.25,0,0,12.91456
146,white grunt,4,1,4,0,17.94356
146,blue tang,4,1,0,0,17.94356
146,atlantic spadefish,6,1,0,0,47.70199
146,bluestriped grunt,5,1,13,0,24.92844
146,bicolor damselfish,2,1,0,0,7.533217
146,bluehead wrasse,3,1,0,0,12.91456
146,redband parrotfish,3,1,2,0,12.91456
146,beaugregory,2,0,1,0,7.533217
146,butter hamlet,2,0,2,0,7.533217
146,butter hamlet,3,0,1,0,12.91456
146,clown wrasse,2,0,1,0,7.533217
146,colon goby,1,0,3,0,3.63321
146,french grunt,3,0,1,0,12.91456
146,french grunt,4,0,1,0,17.94356
146,gray snapper,3,0,1,0,12.91456
146,gray snapper,6,0,1,0,47.70199
146,midnight parrotfish,5,0,1,0,24.92844
146,ocean surgeonfish,4,0,1,0,17.94356
146,pallid goby,1,0,1,0,3.63321
146,schoolmaster snapper,5,0,1,0,24.92844
146,schoolmaster snapper,6,0,1,0,47.70199
146,sharpnose puffer,1,0,1,0,3.63321
146,sharpnose puffer,2,0,1,0,7.533217
146,stoplight parrotfish,3,0,1,0,12.91456
146,stoplight parrotfish,4,0,1,0,17.94356
146,stoplight parrotfish,5,0,1,0,24.92844
146,stoplight parrotfish,6,0,1,0,47.70199
146,white grunt,5,0,13,0,24.92844
146,yellowtail snapper,4,0,1,0,17.94356
146,graysby,2,0,0,1,7.533217
147,blue tang,3,2,0,0,12.91456
147,doctorfish,4,1,0,0,17.94356
147,clown wrasse,2,1,0,0,7.533217
147,greenblotch parrotfish,1,1,0,0,3.63321
147,ocean surgeonfish,3,1,0,0,12.91456
147,reef butterflyfish,2,1,0,0,7.533217
147,yellowhead wrasse,1,1,2,0,3.63321
147,trumpetfish,4,3,0,0,17.94356
147,blue chromis,2,3,1,0,7.533217
147,bluelip parrotfish,1,3,0,0,3.63321
147,striped parrotfish,2,1,0,0,7.533217
147,sharpnose puffer,1,4,16,0,3.63321
147,bicolor damselfish,1,10,33,0,3.63321
147,bluehead wrasse,1,7.5,0,0,3.63321
147,redband parrotfish,1,1,12,0,3.63321
147,princess parrotfish,1,1,0,0,3.63321
147,masked goby,1,10,0,0,3.63321
147,atlantic spadefish,5,1,3,0,24.92844
147,creole wrasse,1,1,0,0,3.63321
147,redband parrotfish,2,5,3,0,7.533217
147,princess parrotfish,2,0.5,8,0,7.533217
147,atlantic spadefish,6,19,0,0,47.70199
147,creole wrasse,2,98,0,0,7.533217
147,porkfish,6,1,0,0,47.70199
147,white grunt,3,1,0,0,12.91456
147,french grunt,3,1,0,0,12.91456
147,graysby,4,1,0,2,17.94356
147,hogfish,6,1,0,0,47.70199
147,foureye butterflyfish,2,1,0,0,7.533217
147,brown chromis,3,1,0,0,12.91456
147,gray angelfish,6,1,0,0,47.70199
147,bandtail puffer,2,1,0,0,7.533217
147,queen angelfish,6,1,0,0,47.70199
147,rock beauty,3,1,0,0,12.91456
147,butter hamlet,2,1,1,0,7.533217
147,stoplight parrotfish,5,1,0,0,24.92844
147,harlequin bass,2,1,1,0,7.533217
147,slender filefish,1,1,0,0,3.63321
147,french angelfish,5,1,0,0,24.92844
147,spotted goatfish,3,1,0,0,12.91456
147,mutton snapper,6,1,0,0,47.70199
147,scrawled filefish,6,1,0,0,47.70199
147,blue parrotfish,6,1,0,0,47.70199
147,yellowhead wrasse,2,2,7,0,7.533217
147,striped parrotfish,3,2,1,0,12.91456
147,bicolor damselfish,2,30,23,0,7.533217
147,bluehead wrasse,2,22.5,34,0,7.533217
147,princess parrotfish,3,3,0,0,12.91456
147,redband parrotfish,4,1,0,0,17.94356
147,princess parrotfish,5,0.5,0,0,24.92844
147,doctorfish,5,1,0,0,24.92844
147,clown wrasse,3,1,0,0,12.91456
147,greenblotch parrotfish,2,1,0,0,7.533217
147,ocean surgeonfish,4,1,0,0,17.94356
147,reef butterflyfish,3,1,0,0,12.91456
147,yellowhead wrasse,3,1,5,0,12.91456
147,trumpetfish,6,1,0,0,47.70199
147,blue chromis,3,1,0,0,12.91456
147,bluelip parrotfish,2,1,0,0,7.533217
147,striped parrotfish,5,1,0,0,24.92844
147,sharpnose puffer,2,1,0,0,7.533217
147,redband parrotfish,5,1,1,0,24.92844
147,princess parrotfish,6,1,0,0,47.70199
147,creole wrasse,3,1,0,0,12.91456
147,bluehead wrasse,3,0,1,0,12.91456
147,bridled goby,1,0,19,0,3.63321
147,goldspot goby,1,0,7,0,3.63321
147,graysby,2,0,1,2,7.533217
147,graysby,3,0,2,2,12.91456
147,harlequin bass,1,0,1,0,3.63321
147,longspine squirrelfish,4,0,1,0,17.94356
147,longspine squirrelfish,5,0,3,0,24.92844
147,pallid goby,1,0,1,0,3.63321
147,redband parrotfish,3,0,1,0,12.91456
147,spotfin butterflyfish,3,0,1,0,12.91456
147,graysby,1,0,0,1,3.63321
147,lionfish,5,0,0,2,24.92844
147,lionfish,6,0,0,1,47.70199
147,spotted moray,6,0,0,1,47.70199
148,spanish hogfish,1,2,0,0,3.63321
148,sharpnose puffer,1,2,9,0,3.63321
148,graysby,2,1,0,1,7.533217
148,blue tang,3,2,0,0,12.91456
148,reef butterflyfish,2,2,0,0,7.533217
148,doctorfish,3,1,0,0,12.91456
148,blue dartfish,2,2,0,0,7.533217
148,yellowhead wrasse,2,2,13,0,7.533217
148,squirrelfish,5,2,1,0,24.92844
148,bluelip parrotfish,1,2,0,0,3.63321
148,princess parrotfish,2,3,2,0,7.533217
148,white grunt,5,4,1,0,24.92844
148,bicolor damselfish,1,56.25,50,0,3.63321
148,bluehead wrasse,1,2.75,30,0,3.63321
148,redband parrotfish,2,6.75,8,0,7.533217
148,blue chromis,2,3.75,6,0,7.533217
148,masked goby,1,85,691,0,3.63321
148,brown chromis,2,1,1,0,7.533217
148,brown chromis,3,4,1,0,12.91456
148,harlequin bass,1,1,0,0,3.63321
148,porkfish,5,1,0,0,24.92844
148,smooth trunkfish,4,1,0,0,17.94356
148,rock beauty,2,1,1,0,7.533217
148,scrawled filefish,6,1,0,0,47.70199
148,butter hamlet,2,1,0,0,7.533217
148,spotted moray,6,1,0,1,47.70199
148,cero,6,1,0,0,47.70199
148,spotted goatfish,3,1,1,0,12.91456
148,banded butterflyfish,4,1,0,0,17.94356
148,creole wrasse,1,1,0,0,3.63321
148,gray angelfish,6,1,0,0,47.70199
148,yellowhead jawfish,2,1,0,0,7.533217
148,striped parrotfish,2,1,3,0,7.533217
148,puddingwife,6,1,0,0,47.70199
148,blue angelfish,6,1,0,0,47.70199
148,bluehead wrasse,2,7.25,25,0,7.533217
148,bicolor damselfish,2,18.75,19,0,7.533217
148,redband parrotfish,4,1.25,0,0,17.94356
148,blue chromis,3,1.25,0,0,12.91456
148,graysby,3,1,2,4,12.91456
148,doctorfish,4,1,1,0,17.94356
148,yellowhead wrasse,3,1,0,0,12.91456
148,squirrelfish,6,1,1,0,47.70199
148,bluelip parrotfish,2,1,0,0,7.533217
148,princess parrotfish,5,1,0,0,24.92844
148,bluehead wrasse,3,1,1,0,12.91456
148,redband parrotfish,5,1,0,0,24.92844
148,beaugregory,2,0,2,0,7.533217
148,blue chromis,1,0,2,0,3.63321
148,bridled goby,1,0,9,0,3.63321
148,bridled goby,2,0,1,0,7.533217
148,creole wrasse,2,0,120,0,7.533217
148,foureye butterflyfish,2,0,4,0,7.533217
148,goldspot goby,1,0,21,0,3.63321
148,goldspot goby,2,0,4,0,7.533217
148,greenblotch parrotfish,1,0,1,0,3.63321
148,harlequin bass,2,0,2,0,7.533217
148,hogfish,6,0,1,0,47.70199
148,neon goby,1,0,2,0,3.63321
148,pallid goby,1,0,24,0,3.63321
148,pallid goby,2,0,3,0,7.533217
148,porkfish,2,0,1,0,7.533217
148,queen angelfish,5,0,1,0,24.92844
148,redband parrotfish,1,0,22,0,3.63321
148,redband parrotfish,3,0,4,0,12.91456
148,roughhead blenny,1,0,1,0,3.63321
148,spanish hogfish,2,0,1,0,7.533217
148,spotfin butterflyfish,2,0,2,0,7.533217
148,stoplight parrotfish,6,0,1,0,47.70199
148,yellowhead wrasse,1,0,4,0,3.63321
148,coney,4,0,0,2,17.94356
148,graysby,4,0,0,3,17.94356
148,graysby,5,0,0,1,24.92844
148,lionfish,5,0,0,6,24.92844
148,lionfish,6,0,0,2,47.70199
148,mutton snapper,6,0,0,1,47.70199
148,spotted scorpionfish,5,0,0,2,24.92844
149,sergeant major,1,1,0,0,3.63321
149,bluehead wrasse,2,3,8,0,7.533217
149,redband parrotfish,1,1,3,0,3.63321
149,striped parrotfish,1,1,49,0,3.63321
149,white grunt,2,1,2,0,7.533217
149,redband parrotfish,2,3.5,9,0,7.533217
149,striped parrotfish,2,10.25,61,0,7.533217
149,white grunt,3,5,12,0,12.91456
149,cocoa damselfish,2,1,0,0,7.533217
149,slippery dick,2,1,4,0,7.533217
149,yellowtail damselfish,3,1,0,0,12.91456
149,blue tang,5,1,0,0,24.92844
149,ocean surgeonfish,4,1,0,0,17.94356
149,bandtail puffer,3,1,0,0,12.91456
149,spotted moray,6,1,1,2,47.70199
149,yellowhead wrasse,3,1,0,0,12.91456
149,butter hamlet,2,1,3,0,7.533217
149,redband parrotfish,3,1.5,3,0,12.91456
149,striped parrotfish,4,2.75,1,0,17.94356
149,white grunt,4,1,7,0,17.94356
149,sergeant major,2,1,0,0,7.533217
149,bluehead wrasse,3,1,0,0,12.91456
149,striped parrotfish,5,1,0,0,24.92844
149,white grunt,5,1,3,0,24.92844
149,beaugregory,2,0,2,0,7.533217
149,bicolor damselfish,1,0,2,0,3.63321
149,bluestriped grunt,3,0,2,0,12.91456
149,bluestriped grunt,4,0,14,0,17.94356
149,bluestriped grunt,5,0,2,0,24.92844
149,bridled goby,1,0,5,0,3.63321
149,colon goby,1,0,2,0,3.63321
149,french grunt,1,0,1,0,3.63321
149,french grunt,2,0,122,0,7.533217
149,french grunt,3,0,4,0,12.91456
149,french grunt,4,0,1,0,17.94356
149,goldspot goby,1,0,3,0,3.63321
149,goldspot goby,2,0,1,0,7.533217
149,highhat,3,0,2,0,12.91456
149,puddingwife,2,0,2,0,7.533217
149,roughhead blenny,1,0,1,0,3.63321
149,sharpnose puffer,2,0,1,0,7.533217
149,stoplight parrotfish,1,0,4,0,3.63321
149,stoplight parrotfish,2,0,14,0,7.533217
149,stoplight parrotfish,3,0,3,0,12.91456
149,stoplight parrotfish,4,0,1,0,17.94356
149,striped parrotfish,3,0,3,0,12.91456
149,threespot damselfish,1,0,1,0,3.63321
149,threespot damselfish,2,0,7,0,7.533217
149,tomtate,4,0,1,0,17.94356
149,yellowhead wrasse,2,0,2,0,7.533217
149,yellowtail snapper,3,0,1,0,12.91456
149,cubera snapper,6,0,0,1,47.70199
149,gag grouper,6,0,0,1,47.70199
149,red grouper,6,0,0,1,47.70199
149,spotted moray,5,0,0,1,24.92844
150,cocoa damselfish,1,1,0,0,3.63321
150,ocean surgeonfish,4,2,0,0,17.94356
150,blue tang,2,1,0,0,7.533217
150,stoplight parrotfish,3,1,2,0,12.91456
150,gray snapper,5,7,0,0,24.92844
150,bar jack,2,1,0,0,7.533217
150,redband parrotfish,1,2,19,0,3.63321
150,striped parrotfish,1,1,1,0,3.63321
150,bar jack,3,19,0,0,12.91456
150,striped parrotfish,2,8,36,0,7.533217
150,yellowtail snapper,3,1,0,0,12.91456
150,clown wrasse,2,1,0,0,7.533217
150,black hamlet,3,1,0,0,12.91456
150,spotted moray,6,1,1,0,47.70199
150,slippery dick,1,1,0,0,3.63321
150,white grunt,2,1,14,0,7.533217
150,butter hamlet,3,1,0,0,12.91456
150,trumpetfish,6,1,2,0,47.70199
150,redband parrotfish,2,5,20,0,7.533217
150,striped parrotfish,3,2,0,0,12.91456
150,cocoa damselfish,2,1,0,0,7.533217
150,blue tang,3,1,1,0,12.91456
150,stoplight parrotfish,5,1,0,0,24.92844
150,redband parrotfish,3,1,3,0,12.91456
150,striped parrotfish,4,1,0,0,17.94356
150,bicolor damselfish,1,0,2,0,3.63321
150,bicolor damselfish,2,0,1,0,7.533217
150,black hamlet,2,0,2,0,7.533217
150,bluehead wrasse,2,0,21,0,7.533217
150,bluehead wrasse,3,0,2,0,12.91456
150,bluestriped grunt,3,0,1,0,12.91456
150,bluestriped grunt,4,0,2,0,17.94356
150,bluestriped grunt,5,0,2,0,24.92844
150,bridled goby,1,0,1,0,3.63321
150,butter hamlet,2,0,3,0,7.533217
150,colon goby,1,0,4,0,3.63321
150,dusky damselfish,1,0,1,0,3.63321
150,dusky damselfish,2,0,1,0,7.533217
150,foureye butterflyfish,2,0,1,0,7.533217
150,hogfish,3,0,1,0,12.91456
150,masked goby,1,0,14,0,3.63321
150,queen angelfish,3,0,1,0,12.91456
150,redband parrotfish,5,0,5,0,24.92844
150,redtail parrotfish,4,0,2,0,17.94356
150,roughhead blenny,1,0,5,0,3.63321
150,sand diver,5,0,1,0,24.92844
150,sharpnose puffer,1,0,1,0,3.63321
150,sharpnose puffer,2,0,2,0,7.533217
150,stoplight parrotfish,1,0,4,0,3.63321
150,stoplight parrotfish,2,0,14,0,7.533217
150,stoplight parrotfish,4,0,2,0,17.94356
150,threespot damselfish,2,0,7,0,7.533217
150,white grunt,3,0,4,0,12.91456
150,white grunt,4,0,21,0,17.94356
150,white grunt,5,0,1,0,24.92844
150,yellowhead wrasse,2,0,5,0,7.533217
150,yellowhead wrasse,4,0,1,0,17.94356
150,goldentail moray,6,0,0,1,47.70199
150,graysby,4,0,0,1,17.94356
150,scamp,6,0,0,1,47.70199
151,reef butterflyfish,3,2,0,0,12.91456
151,foureye butterflyfish,2,2,6,0,7.533217
151,spotted goatfish,4,2,0,0,17.94356
151,stoplight parrotfish,5,2,0,0,24.92844
151,sharpnose puffer,1,2,7,0,3.63321
151,french angelfish,6,2,0,0,47.70199
151,yellowhead wrasse,2,2,2,0,7.533217
151,ocean surgeonfish,3,3,1,0,12.91456
